,Date,Values
797,2020-02-03,-6.78
798,2020-02-03,-6.78
799,2020-02-03,-6.78
800,2020-02-03,-6.78
801,2020-02-03,-6.78
802,2020-02-03,-6.78
803,2020-02-03,-6.78
804,2020-02-03,-6.78
805,2020-02-03,-6.77
806,2020-02-03,-6.77
807,2020-02-03,-6.77
808,2020-02-03,-6.77
809,2020-02-03,-6.77
810,2020-02-03,-6.77
811,2020-02-03,-6.77
812,2020-02-03,-6.77
813,2020-02-03,-6.77
814,2020-02-03,-6.77
815,2020-02-04,-6.77
816,2020-02-04,-6.77
817,2020-02-04,-6.77
818,2020-02-04,-6.77
819,2020-02-04,-6.77
820,2020-02-04,-6.77
821,2020-02-04,-6.77
822,2020-02-04,-6.77
823,2020-02-04,-6.77
824,2020-02-04,-6.77
825,2020-02-04,-6.77
826,2020-02-04,-6.77
827,2020-02-04,-6.77
828,2020-02-04,-6.77
829,2020-02-04,-6.77
830,2020-02-04,-6.77
831,2020-02-04,-6.77
832,2020-02-04,-6.77
833,2020-02-04,-6.77
834,2020-02-04,-6.77
835,2020-02-04,-6.77
836,2020-02-04,-6.77
837,2020-02-04,-6.77
838,2020-02-04,-6.77
839,2020-02-05,-6.77
840,2020-02-05,-6.77
841,2020-02-05,-6.77
842,2020-02-05,-6.77
843,2020-02-05,-6.77
844,2020-02-05,-6.77
845,2020-02-05,-6.77
846,2020-02-05,-6.77
847,2020-02-05,-6.77
848,2020-02-05,-6.77
849,2020-02-05,-6.77
850,2020-02-05,-6.77
851,2020-02-05,-6.77
852,2020-02-05,-6.77
853,2020-02-05,-6.77
854,2020-02-05,-6.77
855,2020-02-05,-6.77
856,2020-02-05,-6.77
857,2020-02-05,-6.77
858,2020-02-05,-6.77
859,2020-02-05,-6.77
860,2020-02-05,-6.77
861,2020-02-05,-6.77
862,2020-02-05,-6.77
863,2020-02-06,-6.77
864,2020-02-06,-6.77
865,2020-02-06,-6.77
866,2020-02-06,-6.77
867,2020-02-06,-6.77
868,2020-02-06,-6.77
869,2020-02-06,-6.77
870,2020-02-06,-6.77
871,2020-02-06,-6.77
872,2020-02-06,-6.77
873,2020-02-06,-6.77
874,2020-02-06,-6.77
875,2020-02-06,-6.77
876,2020-02-06,-6.77
877,2020-02-06,-6.77
878,2020-02-06,-6.77
879,2020-02-06,-6.77
880,2020-02-06,-6.77
881,2020-02-06,-6.77
882,2020-02-06,-6.77
883,2020-02-06,-6.77
884,2020-02-06,-6.77
885,2020-02-06,-6.77
886,2020-02-06,-6.77
887,2020-02-07,-6.77
888,2020-02-07,-6.77
889,2020-02-07,-6.77
890,2020-02-07,-6.77
891,2020-02-07,-6.77
892,2020-02-07,-6.74
893,2020-02-07,-6.74
894,2020-02-07,-6.74
895,2020-02-07,-6.74
896,2020-02-07,-6.74
897,2020-02-07,-6.75
898,2020-02-07,-6.75
899,2020-02-07,-6.75
900,2020-02-07,-6.75
901,2020-02-07,-6.75
902,2020-02-07,-6.75
903,2020-02-07,-6.75
904,2020-02-07,-6.75
905,2020-02-07,-6.75
906,2020-02-07,-6.75
907,2020-02-07,-6.75
908,2020-02-07,-6.75
909,2020-02-07,-6.75
910,2020-02-07,-6.75
911,2020-02-08,-6.75
912,2020-02-08,-6.75
913,2020-02-08,-6.75
914,2020-02-08,-6.75
915,2020-02-08,-6.75
916,2020-02-08,-6.75
917,2020-02-08,-6.75
918,2020-02-08,-6.75
919,2020-02-08,-6.75
920,2020-02-08,-6.75
921,2020-02-08,-6.76
922,2020-02-08,-6.76
923,2020-02-08,-6.76
924,2020-02-08,-6.75
925,2020-02-08,-6.75
926,2020-02-08,-6.75
927,2020-02-08,-6.75
928,2020-02-08,-6.75
929,2020-02-08,-6.76
930,2020-02-08,-6.76
931,2020-02-08,-6.76
932,2020-02-08,-6.76
933,2020-02-08,-6.76
934,2020-02-08,-6.76
935,2020-02-09,-6.76
936,2020-02-09,-6.76
937,2020-02-09,-6.76
938,2020-02-09,-6.76
939,2020-02-09,-6.76
940,2020-02-09,-6.76
941,2020-02-09,-6.76
942,2020-02-09,-6.76
943,2020-02-09,-6.76
944,2020-02-09,-6.76
945,2020-02-09,-6.76
946,2020-02-09,-6.76
947,2020-02-09,-6.76
948,2020-02-09,-6.76
949,2020-02-09,-6.76
950,2020-02-09,-6.76
951,2020-02-09,-6.76
952,2020-02-09,-6.76
953,2020-02-09,-6.76
954,2020-02-09,-6.76
955,2020-02-09,-6.76
956,2020-02-09,-6.76
957,2020-02-09,-6.76
958,2020-02-09,-6.76
959,2020-02-10,-6.76
960,2020-02-10,-6.76
961,2020-02-10,-6.76
962,2020-02-10,-6.76
963,2020-02-10,-6.76
964,2020-02-10,-6.76
965,2020-02-10,-6.76
966,2020-02-10,-6.76
967,2020-02-10,-6.76
968,2020-02-10,-6.76
969,2020-02-10,-6.76
970,2020-02-10,-6.76
971,2020-02-10,-6.76
972,2020-02-10,-6.76
973,2020-02-10,-6.76
974,2020-02-10,-6.76
975,2020-02-10,-6.76
976,2020-02-10,-6.76
977,2020-02-10,-6.76
978,2020-02-10,-6.76
979,2020-02-10,-6.76
980,2020-02-10,-6.76
981,2020-02-10,-6.76
982,2020-02-10,-6.76
983,2020-02-11,-6.76
984,2020-02-11,-6.76
985,2020-02-11,-6.76
986,2020-02-11,-6.76
987,2020-02-11,-6.76
988,2020-02-11,-6.76
989,2020-02-11,-6.76
990,2020-02-11,-6.76
991,2020-02-11,-6.76
992,2020-02-11,-6.76
993,2020-02-11,-6.76
994,2020-02-11,-6.76
995,2020-02-11,-6.76
996,2020-02-11,-6.76
